"expensesId","expenses_fk_categoryId","expenseReason","expenseAmount","expenseDate","createdBy_fk_userId","approvedBy_fk_userId","softDelete"
"1562","5","Transport[bank]","50.00","2021-04-14","1025","0","0"
"1563","5","Goods","32500.00","2021-04-15","1025","0","0"
"1564","5","Director","20000.00","2021-04-15","1025","0","0"
"1565","5","Transport[bank]","50.00","2021-04-15","1025","0","1"
"1566","5","Drycleaning","1500.00","2021-04-15","1025","0","0"
"1567","5","Fuel","20600.00","2021-04-15","1025","0","0"
"1568","5","Ink","60000.00","2021-04-15","1025","0","0"
"1569","9","Plaintain","500.00","2021-04-15","1025","0","0"
"1570","9","Madam","20000.00","2021-04-16","1025","0","0"
"1571","11","Driver","100.00","2021-04-16","1025","0","0"
"1572","9","Madam","11250.00","2021-04-16","1025","0","0"
"1573","5","Motor spare parts","24000.00","2021-04-16","1025","0","0"
"1574","5","Transport[bank]","50.00","2021-04-16","1025","0","0"
"1575","5","Mr Joe","20000.00","2021-04-16","1025","0","0"
"1576","5","Fuel","15000.00","2021-04-16","1025","0","0"
"1577","11","Driver[tyre]","500.00","2021-04-17","1025","0","0"
"1578","9","Madam","720.00","2021-04-17","1025","0","0"
"1579","15","Data","3500.00","2021-04-17","1025","0","0"
"1580","6","Calls","500.00","2021-04-17","1025","0","0"
"1581","2","Conq paper","19500.00","2021-04-17","1025","0","0"
"1582","5","Director","35000.00","2021-04-19","1025","0","0"
"1583","5","Director","5000.00","2021-04-20","1025","0","0"
"1584","5","Refund[A4 paper]","1000.00","2021-04-20","1025","0","0"
"1585","9","Market","2000.00","2021-04-20","1025","0","0"
"1586","5","Director","100000.00","2021-04-20","1025","0","0"
"1587","5","UMFB","1500.00","2021-04-20","1025","0","0"
"1588","5","Director","20000.00","2021-04-20","1025","0","0"
"1589","5","Director","60000.00","2021-04-20","1025","0","0"
"1590","5","Director","10000.00","2021-04-21","1025","0","0"
"1591","9","Madam","350.00","2021-04-21","1025","0","0"
"1592","5","Director","200000.00","2021-04-21","1025","0","0"
"1593","5","Ubong","500.00","2021-04-21","1025","0","0"
"1594","5","Director","10000.00","2021-04-22","1025","0","0"
"1595","6","Calls","500.00","2021-04-22","1025","0","0"
"1596","10","Cleaning","850.00","2021-04-22","1025","0","0"
"1597","5","Director","10000.00","2021-04-22","1025","0","0"
"1598","9","Recharge Card","2000.00","2021-04-23","1025","0","0"
"1599","5","Drycleaning","2300.00","2021-04-23","1025","0","0"
"1600","2","90/120 White board","11500.00","2021-04-23","1025","0","0"
"1601","2","Transferred excess","100.00","2021-04-23","1025","0","0"
"1602","5","Director","2500.00","2021-04-24","1025","0","0"
"1603","15","For recharge [mobile data]","3500.00","2021-04-24","1025","0","0"
"1604","14","Mop,Mop bucket","3200.00","2021-04-24","1025","0","0"
"1605","12","Fuel","20000.00","2021-04-24","1025","0","0"
"1606","9","Madam","10000.00","2021-04-26","1025","0","0"
"1607","2","60 black ink","1500.00","2021-04-26","1025","0","0"
"1608","5","Director","15000.00","2021-04-26","1025","0","0"
"1609","5","Director","45000.00","2021-04-26","1025","0","0"
"1610","5","Transport [bank]","100.00","2021-04-26","1025","0","0"
"1611","5","Director","22000.00","2021-04-26","1025","0","0"
"1612","9","Market","500.00","2021-04-27","1025","0","0"
"1613","10","Cleaning","850.00","2021-04-27","1025","0","0"
"1614","11","Driver","200.00","2021-04-27","1025","0","0"
"1615","5","Ink","6000.00","2021-04-27","1025","0","0"
"1616","5","Director","20000.00","2021-04-28","1025","0","0"
"1617","2","OAO4 Laptop Battery[138325]","7000.00","2021-04-28","1025","0","0"
"1618","5","Director","7000.00","2021-04-28","1025","0","0"
"1619","5","Bank","15000.00","2021-04-28","1025","0","0"
"1620","5","Transport[bank]","50.00","2021-04-28","1025","0","1"
"1621","5","Director","84000.00","2021-04-28","1025","0","0"
"1622","11","Driver[tyre]","500.00","2021-04-28","1025","0","0"
"1623","5","Cutting of conq. paper","500.00","2021-04-28","1025","0","0"
"1624","9","Madam","7000.00","2021-04-28","1025","0","0"
"1625","5","Director","30000.00","2021-04-28","1025","0","0"
"1626","5","DSTV","18400.00","2021-04-28","1025","0","0"
"1627","5","UMFB","11000.00","2021-04-28","1025","0","0"
"1628","2","UPS Battery","13000.00","2021-04-28","1025","0","0"
"1629","9","Drycleaning","3000.00","2021-04-28","1025","0","0"
"1630","9","Tomatoes","4000.00","2021-04-28","1025","0","0"
"1631","5","transport[bank]","50.00","2021-04-28","1025","0","0"
"1632","14","Engine Oil","2000.00","2021-04-29","1025","0","0"
"1633","5","Transport[bank]","50.00","2021-04-29","1025","0","1"
"1634","5","BIC Pen","200000.00","2021-04-29","1025","0","0"
"1635","5","Director","10000.00","2021-04-29","1025","0","0"
"1636","5","Diesel","51000.00","2021-04-29","1025","0","0"
"1637","14","Customer bags","600.00","2021-04-29","1025","0","0"
"1638","6","Calls","500.00","2021-04-29","1025","0","0"
"1639","5","Sharp toner","5000.00","2021-04-29","1025","0","0"
"1640","5","Goods","500.00","2021-04-30","1025","0","0"
"1641","2","Sharp developer MX-235AV[138389]","5000.00","2021-04-30","1025","0","0"
"1642","5","305 and 123 ink[UNICAL]","55000.00","2021-04-30","1025","0","0"
"1643","5","Goods","6500.00","2021-04-30","1025","0","0"
"1644","9","Garri","11500.00","2021-04-30","1025","0","0"
"1645","9","Medicine","10000.00","2021-04-30","1025","0","0"
"1646","9","Friday Okonkwo","2000.00","2021-04-30","1025","0","0"
"1647","5","Dryclening","2000.00","2021-04-30","1025","0","0"
"1648","5","Director","1500.00","2021-05-01","1025","0","0"
"1649","5","Cutting of conq. paper","800.00","2021-05-01","1025","0","0"
"1650","5","Director","30000.00","2021-05-01","1025","0","0"
"1651","14","Water","20.00","2021-05-03","1025","0","0"
"1652","14","Fuel hose","200.00","2021-05-03","1025","0","0"
"1653","5","Director","10000.00","2021-05-03","1025","0","0"
"1654","5","Driver","4500.00","2021-05-03","1025","0","0"
"1655","5","Printer","56000.00","2021-05-03","1025","0","0"
"1656","5","Driver","1000.00","2021-05-03","1025","0","0"
"1657","12","Fuel","19800.00","2021-05-04","1025","0","0"
"1658","2","3G/4G Modem[138741]","3500.00","2021-05-04","1025","0","0"
"1659","2","4 port HDMI Splitter[133863]","5000.00","2021-05-04","1025","0","0"
"1660","2","12A Drum[138333]","1000.00","2021-05-04","1025","0","0"
"1661","2","LAO4 Battery[138340]","14500.00","2021-05-04","1025","0","0"
"1662","2","51A Toner","35000.00","2021-05-04","0","0","0"
"1663","5","Director","100000.00","2021-05-05","1025","0","0"
"1664","15","Mobile Data","4000.00","2021-05-05","1025","0","0"
"1665","5","Bank","300000.00","2021-05-05","1025","0","0"
"1666","5","Transport[bank]","50.00","2021-05-05","1025","0","0"
"1667","9","Madam","5000.00","2021-05-05","1025","0","0"
"1668","9","Market","600.00","2021-05-06","1025","0","0"
"1669","5","Goods","18000.00","2021-05-06","1025","0","0"
"1670","6","Calls","500.00","2021-05-06","1025","0","0"
"1671","10","Cleaning","850.00","2021-05-06","1025","0","0"
"1672","5","Director","3000.00","2021-05-06","1025","0","0"
"1673","5","Driver","6500.00","2021-05-06","1025","0","0"
"1674","5","Director","40000.00","2021-05-07","1025","0","0"
"1675","5","Director","50000.00","2021-05-07","1025","0","0"
"1676","2","Magnetic roller","1500.00","2021-05-07","1025","0","0"
"1677","5","Market","1200.00","2021-05-08","1025","0","0"
"1678","5","Gas","5500.00","2021-05-08","1025","0","0"
"1679","14","Mop and Sanitary Towels","1500.00","2021-05-08","1025","0","0"
"1680","11","Oil","2000.00","2021-05-08","1025","0","0"
"1681","5","Drycleaning","5200.00","2021-05-08","1025","0","0"
"1682","9","Market","3000.00","2021-05-08","1025","0","0"
"1683","9","Market","2500.00","2021-05-10","1025","0","0"
"1684","5","Transport","50.00","2021-05-10","1025","0","0"
"1685","5","Goods","9000.00","2021-05-10","1025","0","0"
"1686","2","Pens[134908]","6200.00","2021-05-10","1025","0","0"
"1687","9","Recharge Card","2500.00","2021-05-10","1025","0","0"
"1688","5","Nepa bill","9100.00","2021-05-10","1025","0","0"
"1689","5","School fees","40000.00","2021-05-10","1025","0","0"
"1690","5","Director","20000.00","2021-05-10","1025","0","0"
"1691","5","Sir Richard","30000.00","2021-05-10","1025","0","0"
"1692","2","Transferred excess","500.00","2021-05-11","1025","0","0"
"1693","5","Transport","50.00","2021-05-11","1025","0","0"
"1694","2","A4 Foil[145197]","2400.00","2021-05-11","1025","0","0"
"1695","9","Market","3000.00","2021-05-11","1025","0","0"
"1696","5","Laptop","170000.00","2021-05-11","1025","0","0"
"1697","5","Ink","57500.00","2021-05-11","1025","0","0"
"1698","5","Director","500.00","2021-05-11","1025","0","0"
"1699","5","Market","1300.00","2021-05-12","1025","0","0"
"1700","5","Goods","7500.00","2021-05-12","1025","0","1"
"1701","5","Goods","6000.00","2021-05-12","1025","0","0"
"1702","9","Market","2000.00","2021-05-12","1025","0","0"
"1703","5","Director","20000.00","2021-05-13","1025","0","0"
"1704","12","Fuel","15000.00","2021-05-13","1025","0","0"
"1705","5","Bulb","2000.00","2021-05-13","1025","0","0"
"1706","6","Calls","500.00","2021-05-13","0","0","0"
"1707","5","A3 Foil","8280.00","2021-05-13","1025","0","0"
"1708","5","Driver","200.00","2021-05-14","1025","0","0"
"1709","5","Ink","36500.00","2021-05-14","1025","0","0"
"1710","15","Mobile Data","4000.00","2021-05-14","1025","0","0"
"1711","14","Tissue","60.00","2021-05-14","1025","0","0"
"1712","10","Cleaning","850.00","2021-05-15","1025","0","0"
"1713","5","Director","1000.00","2021-05-15","1025","0","0"
"1714","2","Transferred excess[145658]","200.00","2021-05-15","1025","0","0"
"1715","5","Director","5900.00","2021-05-15","1025","0","0"
"1716","5","Drycleaning","6500.00","2021-05-15","1025","0","0"
"1717","5","Director","20000.00","2021-05-17","1025","0","0"
"1718","11","Tyre","500.00","2021-05-17","1025","0","0"
"1719","4","Stationaries","11000.00","2021-05-17","1025","0","0"
"1720","5","Driver","1000.00","2021-05-17","1025","0","0"
"1721","5","Driver","1000.00","2021-05-17","1025","0","0"
"1722","5","VAT","17250.00","2021-05-18","1025","0","0"
"1723","5","Driver[Fuel]","4000.00","2021-05-18","1025","0","1"
"1724","5","Driver[Fuel]","4000.00","2021-05-18","1025","0","0"
"1725","5","Transport[Bank]","100.00","2021-05-18","1025","0","0"
"1726","6","Calls","500.00","2021-05-18","1025","0","0"
"1727","14","Customer bags","800.00","2021-05-18","1025","0","0"
"1728","9","Diesel","51000.00","2021-05-18","1025","0","0"
"1729","9","Madam","1000.00","2021-05-19","1025","0","0"
"1730","9","Drycleaning","2000.00","2021-05-19","1025","0","0"
"1731","9","Recharge Card","2000.00","2021-05-19","1025","0","0"
"1732","5","Ink","87500.00","2021-05-19","1025","0","0"
"1733","9","Madam","10000.00","2021-05-20","1025","0","0"
"1734","11","Tyre","500.00","2021-05-20","1025","0","0"
"1735","11","Driver","300.00","2021-05-20","1025","0","0"
"1736","5","Hard cover man","80000.00","2021-05-20","1025","0","0"
"1737","5","Change","20000.00","2021-05-21","1025","0","0"
"1738","5","Transport[bank]","50.00","2021-05-21","1025","0","0"
"1739","5","Airtime","1000.00","2021-05-21","1025","0","0"
"1740","5","Ink","12000.00","2021-05-21","1025","0","0"
"1741","5","Gas","5500.00","2021-05-21","1025","0","0"
"1742","9","Madam","1000.00","2021-05-21","1025","0","0"
"1743","5","Ubong","1900.00","2021-05-21","1025","0","0"
"1744","5","Three reams of conq. paper","18000.00","2021-05-22","1025","0","0"
"1745","5","Director","200.00","2021-05-24","1025","0","0"
"1746","5","Customer(transfer)","500.00","2021-05-24","1025","0","0"
"1747","9","Recharge card","1500.00","2021-05-24","1025","0","0"
"1748","9","cray fish","13500.00","2021-05-24","1025","0","0"
"1749","12","Shop Generator","20000.00","2021-05-24","1025","0","0"
"1750","5","refund","15000.00","2021-05-25","1025","0","0"
"1751","7","Dstv","18400.00","2021-05-25","1025","0","0"
"1752","5","Director","80000.00","2021-05-25","1025","0","0"
"1753","5","Goods","1500.00","2021-05-25","1025","0","0"
"1754","5","Director","25000.00","2021-05-25","1025","0","0"
"1755","10","Detergent","850.00","2021-05-26","1013","0","0"
"1756","6","Recharge Card","500.00","2021-05-26","1013","0","0"
"1757","5","Refund","3427.00","2021-05-26","1013","0","0"
"1758","5","Director","5000.00","2021-05-26","1013","0","0"
"1759","5","Director","10000.00","2021-05-26","1013","0","0"
"1760","5","Director","46500.00","2021-05-26","1013","0","0"
"1761","9","market","1000.00","2021-05-27","1013","0","0"
"1762","9","madam","13500.00","2021-05-27","1013","0","0"
"1763","5","Director","10000.00","2021-05-27","1013","0","0"
"1764","5","Bank","141000.00","2021-05-27","1013","0","0"
"1765","5","transpot","50.00","2021-05-27","1013","0","0"
"1766","5","Sharp Toner","5000.00","2021-05-27","1013","0","0"
"1767","5","Director","6000.00","2021-05-28","1013","0","0"
"1768","11","Tyre","500.00","2021-05-28","1013","0","0"
"1769","2","Refund","4000.00","2021-05-28","1013","0","0"
"1770","3","Dry cleaner","2700.00","2021-05-28","1013","0","0"
"1771","5","Chris","13000.00","2021-05-28","1013","0","0"
"1772","9","Drugs","4000.00","2021-05-28","1013","0","0"
"1773","5","Engine Oil","1500.00","2021-05-29","1013","0","0"
"1774","14","Mop Stick","800.00","2021-05-29","1013","0","0"
"1775","5","Director","15000.00","2021-05-29","1013","0","0"
"1776","5","Director","10000.00","2021-05-29","1013","0","0"
"1777","9","Madam","90000.00","2021-05-29","1013","0","1"
"1778","9","market","19000.00","2021-05-29","1013","0","0"
"1779","2","Calculator","500.00","2021-05-29","1013","0","0"
"1780","5","Director","10000.00","2021-05-29","1013","0","0"
"1781","2","Refund for RAM","11000.00","2021-05-31","1013","0","0"
"1782","5","Director","43000.00","2021-05-31","1013","0","0"
"1783","2","Refund","3880.00","2021-05-31","1013","0","0"
"1784","5","Director","44500.00","2021-05-31","1013","0","0"
"1785","9","NRI(D3)","27000.00","2021-05-31","1013","0","0"
"1786","9","Recharge Card","2000.00","2021-05-31","1013","0","0"
"1787","2","for keyboard","500.00","2021-05-31","1013","0","0"
"1788","9","Madam","5000.00","2021-05-31","1013","0","0"
"1789","4","Goods","6000.00","2021-05-31","1013","0","0"
"1790","9","Fuel/Injector Cleaner","17000.00","2021-06-01","1013","0","0"
"1791","5","Driver","500.00","2021-06-01","1013","0","0"
"1792","5","Bank TP","50.00","2021-06-01","1013","0","0"
"1793","2","Director","18000.00","2021-06-01","1013","0","0"
"1794","5","Director","15000.00","2021-06-01","1013","0","0"
"1795","6","Shop Recharge Card","500.00","2021-06-02","1013","0","0"
"1796","5","Director","15000.00","2021-06-02","1013","0","0"
"1797","5","Director","160000.00","2021-06-02","1013","0","0"
"1798","2","Refund","12500.00","2021-06-02","1013","0","0"
"1799","11","oil","2000.00","2021-06-02","1013","0","0"
"1800","3","Madam","4600.00","2021-06-02","1013","0","0"
"1801","2","Refund","9800.00","2021-06-02","1013","0","0"
"1802","11","Transport","200.00","2021-06-02","1013","0","0"
"1803","5","James Mechanic","12000.00","2021-06-03","1013","0","0"
"1804","2","Thermal paper","400.00","2021-06-03","1013","0","0"
"1805","5","director","10000.00","2021-06-04","1013","0","0"
"1806","2","director","17000.00","2021-06-04","1013","0","0"
"1807","12","fuel","20000.00","2021-06-04","1013","0","0"
"1808","5","director","100000.00","2021-06-04","1013","0","0"
"1809","5","Director","12500.00","2021-06-04","1013","0","0"
"1810","14","Photocopying","50.00","2021-06-04","1013","0","0"
"1811","9","Madam","30000.00","2021-06-04","1013","0","0"
"1812","9","madam","5000.00","2021-06-05","1013","0","0"
"1813","10","detergent","800.00","2021-06-05","1013","0","0"
"1814","5","director","20000.00","2021-06-05","1013","0","0"
"1815","2","dell adapter[137074]","4500.00","2021-06-05","1013","0","0"
"1816","5","director","20000.00","2021-06-05","1013","0","0"
"1817","9","madam","1300.00","2021-06-05","1013","0","0"
"1818","5","Director","18000.00","2021-06-05","1013","0","0"
"1819","5","Director","22000.00","2021-06-05","1013","0","0"
"1820","5","Drycleaning","2300.00","2021-06-05","1013","0","0"
"1821","6","shop recharge","500.00","2021-06-07","1013","0","0"
"1822","9","salary","160000.00","2021-06-07","1013","0","1"
"1823","4","goods","500.00","2021-06-07","1013","0","0"
"1824","9","salary","90000.00","2021-06-07","1013","0","0"
"1825","11","way bill","1500.00","2021-06-07","1013","0","0"
"1826","2","paper","3500.00","2021-06-07","1013","0","0"
"1827","9","recharge card","1000.00","2021-06-08","1013","0","0"
"1828","5","bank","220000.00","2021-06-08","1013","0","0"
"1829","5","transport","100.00","2021-06-08","1013","0","1"
"1830","5","bank","50.00","2021-06-08","1013","0","0"
"1831","5","director","16000.00","2021-06-08","1013","0","0"
"1832","5","director","120000.00","2021-06-08","1013","0","0"
"1833","2","refund[148452]","1800.00","2021-06-08","1013","0","0"
"1834","14","nepa bill","6300.00","2021-06-09","1013","0","0"
"1835","4","way bill","500.00","2021-06-09","1013","0","0"
"1836","3","madam","4000.00","2021-06-09","1013","0","0"
"1837","2","envelope","300.00","2021-06-09","1013","0","0"
"1838","14","photocopying","50.00","2021-06-09","1013","0","0"
"1839","5","director","39000.00","2021-06-09","1013","0","0"
"1840","5","transport[bank]","50.00","2021-06-10","1013","0","0"
"1841","5","artist[transport]","200.00","2021-06-10","1013","0","0"
"1842","2","file[158901]","3000.00","2021-06-10","1013","0","0"
"1843","2","cd rw[158710]","13000.00","2021-06-10","1013","0","0"
"1844","9","bottle water","4700.00","2021-06-10","1013","0","0"
"1845","9","market","7500.00","2021-06-10","1013","0","0"
"1846","5","director[Eteng Bassey]","5000.00","2021-06-10","1013","0","0"
"1847","3","clothes","2200.00","2021-06-10","1013","0","0"
"1848","9","madam","22000.00","2021-06-11","1013","0","0"
"1849","5","director","5000.00","2021-06-11","1013","0","0"
"1850","5","UMFB","15500.00","2021-06-11","1013","0","0"
"1851","5","DIRECTOR","52500.00","2021-06-11","0","0","0"
"1852","5","bluegate man","8000.00","2021-06-11","1013","0","0"
"1853","5","RICE, AIR CONDITION N   GAS","35000.00","2021-06-11","1013","0","0"
"1854","5","driver","3500.00","2021-06-12","1013","0","0"
"1855","9","recharge card","2000.00","2021-06-12","1013","0","0"
"1856","10","detergent","850.00","2021-06-12","1013","0","0"
"1857","9","madam[Ubong","12000.00","2021-06-12","1013","0","0"
"1858","14","pad lock","3500.00","2021-06-12","1013","0","0"
"1859","2","brown paper","7200.00","2021-06-12","1013","0","0"
"1860","2","paper[158789]","72000.00","2021-06-14","1013","0","0"
"1861","9","recharge card","3000.00","2021-06-14","1013","0","0"
"1862","5","director","50000.00","2021-06-14","0","0","0"
"1863","5","mr  Akpan","220000.00","2021-06-14","1013","0","0"
"1864","5","diesel","51000.00","2021-06-14","1013","0","0"
"1865","9","gas","6250.00","2021-06-15","1013","0","0"
"1866","5","Vat","20250.00","2021-06-15","1013","0","0"
"1867","5","director","10000.00","2021-06-15","1013","0","0"
"1868","2","fae [158426]","100.00","2021-06-15","1013","0","0"
"1869","9","market","3500.00","2021-06-15","1013","0","0"
"1870","14","bag","500.00","2021-06-15","1013","0","0"
"1871","4","goods","14500.00","2021-06-15","1013","0","0"
"1872","2","strawboard","9600.00","2021-06-16","1013","0","0"
"1873","9","market","7000.00","2021-06-16","1013","0","0"
"1874","4","goods","40000.00","2021-06-16","1013","0","0"
"1875","6","phone","500.00","2021-06-17","1013","0","0"
"1876","5","transport[bank]","50.00","2021-06-17","1013","0","0"
"1877","5","director","50000.00","2021-06-17","1013","0","0"
"1878","3","clothes","1500.00","2021-06-17","1013","0","0"
"1879","9","tailor","10000.00","2021-06-17","1013","0","0"
"1880","2","100","100.00","2021-06-17","1013","0","0"
"1881","5","bank","150000.00","2021-06-18","1013","0","0"
"1882","5","holy child","5000.00","2021-06-18","1013","0","0"
"1883","5","director","84000.00","2021-06-18","1013","0","0"
"1884","9","madam","3000.00","2021-06-18","1013","0","0"
"1885","3","clothes","2800.00","2021-06-18","1013","0","0"
"1886","5","director","15000.00","2021-06-18","1013","0","0"
"1887","2","refund","200.00","2021-06-19","1013","0","0"
"1888","4","goods","5000.00","2021-06-19","1013","0","0"
"1889","9","market","6500.00","2021-06-19","1013","0","0"
"1890","3","clothes","5000.00","2021-06-19","1013","0","0"
"1891","9","madam","4000.00","2021-06-19","1013","0","0"
"1892","12","fuel","24000.00","2021-06-21","1013","0","0"
"1893","2","pen","200.00","2021-06-21","1013","0","0"
"1894","2","refund","1000.00","2021-06-22","1013","0","0"
"1895","9","madam","25000.00","2021-06-22","1013","0","0"
"1896","5","bank","171000.00","2021-06-22","1013","0","0"
"1897","5","umfb","3000.00","2021-06-22","1013","0","0"
"1898","14","ubong","800.00","2021-06-22","1013","0","0"
"1899","5","director","14500.00","2021-06-22","1013","0","0"
"1900","5","director","100000.00","2021-06-22","1013","0","0"
"1901","2","refund","300.00","2021-06-23","1013","0","0"
"1902","5","director","20000.00","2021-06-23","1013","0","0"
"1903","6","phone","500.00","2021-06-23","1013","0","0"
"1904","5","ditrector","15000.00","2021-06-23","1013","0","0"
"1905","4","goods","6000.00","2021-06-23","1013","0","0"
"1906","9","madam","15000.00","2021-06-23","1013","0","0"
"1907","5","meat","28500.00","2021-06-23","1013","0","0"
"1908","14","oil","1500.00","2021-06-24","1013","0","0"
"1909","10","detergent","850.00","2021-06-24","1013","0","0"
"1910","9","fuel","10000.00","2021-06-24","1013","0","0"
"1911","5","white board","50000.00","2021-06-24","1013","0","0"
"1912","2","refund [139141]","14500.00","2021-06-24","1013","0","0"
"1913","9","madam","10000.00","2021-06-25","1013","0","0"
"1914","9","recharge card","1000.00","2021-06-25","1013","0","0"
"1915","5","baba","8000.00","2021-06-25","1013","0","0"
"1916","5","Ubong","100.00","2021-06-25","1013","0","0"
"1917","2","ceiling mount","6500.00","2021-06-25","1013","0","0"
"1918","5","loading","12000.00","2021-06-25","1013","0","0"
"1919","5","toner","140000.00","2021-06-25","1013","0","0"
"1920","2","cd r","300.00","2021-06-25","1013","0","0"
"1921","5","loading","26000.00","2021-06-26","1013","0","0"
"1922","7","dstv","18400.00","2021-06-26","1013","0","0"
"1923","4","goods","11500.00","2021-06-26","1013","0","0"
"1924","3","clothes","2000.00","2021-06-26","1013","0","0"
"1925","14","toiletries","250.00","2021-06-26","1013","0","0"
"1926","9","eka Blessed","7000.00","2021-06-26","1013","0","0"
"1927","5","director","20000.00","2021-06-28","1013","0","0"
"1928","14","photocopying","50.00","2021-06-28","1013","0","0"
"1929","2","desktop switch","6500.00","2021-06-28","1013","0","0"
"1930","14","regulator","1500.00","2021-06-28","1013","0","0"
"1931","5","paper","14000.00","2021-06-28","1013","0","0"
"1932","5","correction pen","67200.00","2021-06-28","1013","0","0"
"1933","5","engine oil","6000.00","2021-06-29","1013","0","0"
"1934","5","director","20000.00","2021-06-29","1013","0","0"
"1935","5","goods","129600.00","2021-06-29","1013","0","0"
"1936","5","goods","28800.00","2021-06-29","1013","0","0"
"1937","2","paper","400.00","2021-06-29","1013","0","0"
"1938","5","director","16000.00","2021-06-29","0","0","0"
"1939","2","strawboard","2250.00","2021-06-29","0","0","0"
"1940","5","director","21000.00","2021-06-29","1013","0","0"
"1941","5","fish","6500.00","2021-06-30","1013","0","0"
"1942","15","wifi","4000.00","2021-06-30","1013","0","0"
"1943","6","phone","500.00","2021-06-30","1013","0","0"
"1944","5","envelope","45000.00","2021-06-30","1013","0","0"
"1945","5","director","20000.00","2021-07-01","1013","0","0"
"1946","14","broom","200.00","2021-07-01","1013","0","0"
"1947","5","cloth","10000.00","2021-07-01","1013","0","0"
"1948","5","director","9000.00","2021-07-01","1013","0","0"
"1949","9","recharge card","2000.00","2021-07-02","1013","0","0"
"1950","11","goods","20000.00","2021-07-02","1013","0","0"
"1951","5","engine oil","12000.00","2021-07-02","1013","0","0"
"1952","5","repair [ generator ]","3000.00","2021-07-02","1013","0","0"
"1953","9","market","2500.00","2021-07-02","1013","0","0"
"1954","9","Ubong","1000.00","2021-07-03","1013","0","0"
"1955","5","ink","21000.00","2021-07-03","1013","0","0"
"1956","5","waybill","5000.00","2021-07-03","1013","0","0"
"1957","5","diesel","51000.00","2021-07-03","1013","0","0"
"1958","5","petrol","4000.00","2021-07-03","1013","0","0"
"1959","5","director","30000.00","2021-07-03","1013","0","0"
"1960","5","bank","100.00","2021-07-05","1013","0","0"
"1961","12","fuel","20000.00","2021-07-05","1013","0","0"
"1962","14","bag","800.00","2021-07-06","1013","0","0"
"1963","9","bank","120000.00","2021-07-06","1013","0","0"
"1964","9","airtel data","5000.00","2021-07-06","1013","0","0"
"1965","9","mtn recharge card","1000.00","2021-07-06","1013","0","0"
"1966","9","transport bank","50.00","2021-07-06","1013","0","0"
"1967","3","clothes","3800.00","2021-07-06","1013","0","0"
"1968","2","toner[156255]","1600.00","2021-07-06","1013","0","0"
"1969","5","UMFB","3000.00","2021-07-06","1013","0","0"
"1970","4","goods","3500.00","2021-07-07","1013","0","0"
"1971","5","Alpha","600.00","2021-07-07","1013","0","0"
"1972","2","ddr3 ram","4500.00","2021-07-07","1013","0","0"
"1973","9","gas","6000.00","2021-07-07","1013","0","0"
"1974","5","CEILING","10000.00","2021-07-08","1013","0","0"
"1975","5","nepa bill","2700.00","2021-07-08","1013","0","0"
"1976","5","joe","30500.00","2021-07-08","1013","0","0"
"1977","2","hdmi [156459]","5500.00","2021-07-08","1013","0","0"
"1978","9","Alfred","3200.00","2021-07-08","1013","0","0"
"1979","5","transport","50.00","2021-07-08","1013","0","0"
"1980","2","vga","6500.00","2021-07-08","1013","0","0"
"1981","5","ink","50000.00","2021-07-08","1013","0","0"
"1982","5","UMFB","11000.00","2021-07-09","1013","0","0"
"1983","5","TRansport","50.00","2021-07-09","1013","0","0"
"1984","2","paper","11500.00","2021-07-09","1013","0","0"
"1985","2","sharp toner","7000.00","2021-07-09","1013","0","0"
"1986","2","adaptor","3000.00","2021-07-09","1013","0","0"
"1987","9","madam","12000.00","2021-07-09","1013","0","0"
"1988","5","change","650.00","2021-07-09","1013","0","0"
"1989","5","fat man, orange dress with cap","8000.00","2021-07-09","1013","0","0"
"1990","9","madam","9200.00","2021-07-09","1013","0","0"
"1991","4","goods","3500.00","2021-07-10","1013","0","0"
"1992","5","Ubong","500.00","2021-07-10","1013","0","0"
"1993","2","HDMI2VGA","2000.00","2021-07-10","1013","0","0"
"1994","5","INK","21000.00","2021-07-10","1013","0","0"
"1995","5","ink and toner","100000.00","2021-07-12","1013","0","0"
"1996","4","goods","2000.00","2021-07-12","1013","0","0"
"1997","5","bank","200000.00","2021-07-12","1013","0","0"
"1998","5","ink","210000.00","2021-07-12","1013","0","0"
"1999","3","clothes","4000.00","2021-07-13","1013","0","0"
"2000","9","madam","2500.00","2021-07-13","1013","0","0"
"2001","10","detergent","850.00","2021-07-13","1013","0","0"
"2002","5","UMFB","19200.00","2021-07-13","1013","0","0"
"2003","9","David","5000.00","2021-07-13","1013","0","0"
"2004","9","stock fish","3500.00","2021-07-13","1013","0","0"
"2005","5","repair [motor]","6000.00","2021-07-13","1013","0","0"
"2006","12","oil","1500.00","2021-07-14","1013","0","0"
"2007","5","Arthur javis","23200.00","2021-07-14","1013","0","0"
"2008","2","ups[153863","4000.00","2021-07-14","1013","0","0"
"2009","5","Alfred","5000.00","2021-07-14","1013","0","0"
"2010","2","153863","3500.00","2021-07-14","1013","0","0"
"2011","5","polish","50.00","2021-07-15","1013","0","0"
"2012","2","toner","20000.00","2021-07-15","1013","0","0"
"2013","4","goods","15500.00","2021-07-15","1013","0","0"
"2014","2","cdr","300.00","2021-07-16","1013","0","0"
"2015","9","madam","15000.00","2021-07-16","1013","0","0"
"2016","9","baba","4000.00","2021-07-16","1013","0","0"
